representation,word_ngram,char_ngram,model,cv_accuracy,holdout_accuracy,holdout_f1
TAGS_ONLY,"(1, 1)","(3, 5)",Logistic C=1,0.6455479452054794,0.5384615384615384,0.27586206896551724
CAPTION_TAGS,"(1, 1)","(3, 5)",Logistic C=1,0.6455098934550989,0.6153846153846154,0.38596491228070173
TAGS_ONLY,"(1, 4)","(3, 7)",SVM C=2,0.6428843226788432,0.6043956043956044,0.45454545454545453
CAPTION_TAGS,"(1, 2)","(3, 5)",SVM C=0.1,0.6428082191780822,0.6153846153846154,0.4067796610169492
TAGS_ONLY,"(1, 1)","(3, 5)",SVM C=0.1,0.6427701674277017,0.5714285714285714,0.3157894736842105
WEIGHTED_TEXT,"(1, 2)","(3, 5)",SVM C=0.1,0.6427321156773211,0.6373626373626373,0.42105263157894735
TAGS_ONLY,"(1, 1)","(3, 5)",SVM C=1,0.6427321156773211,0.6043956043956044,0.45454545454545453
CAPTION_ONLY,"(1, 1)","(3, 5)",SVM C=0.1,0.6426940639269405,0.6153846153846154,0.38596491228070173
CAPTION_TAGS,"(1, 4)","(3, 7)",Logistic C=1,0.640144596651446,0.6043956043956044,0.4
TAGS_ONLY,"(1, 4)","(3, 7)",SVM C=5,0.6401065449010654,0.6153846153846154,0.47761194029850745
CAPTION_ONLY,"(1, 4)","(3, 7)",Logistic C=1,0.6400304414003044,0.6153846153846154,0.4262295081967213
TAGS_ONLY,"(1, 1)","(3, 5)",Logistic C=10,0.6400304414003044,0.5934065934065934,0.44776119402985076
TAGS_ONLY,"(1, 1)","(3, 5)",Logistic C=2,0.6400304414003044,0.5714285714285714,0.36065573770491804
CAPTION_ONLY,"(1, 4)","(3, 7)",SVM C=0.1,0.6372907153729072,0.6153846153846154,0.4262295081967213
WEIGHTED_TEXT,"(1, 1)","(3, 5)",Logistic C=0.5,0.6372146118721461,0.5934065934065934,0.27450980392156865
CAPTION_ONLY,"(1, 1)","(3, 5)",Logistic C=1,0.6371765601217656,0.6263736263736264,0.41379310344827586
CAPTION_ONLY,"(1, 2)","(3, 5)",Logistic C=1,0.637138508371385,0.6263736263736264,0.43333333333333335
CAPTION_TAGS,"(1, 3)","(3, 6)",Logistic C=1,0.6345890410958904,0.6153846153846154,0.4067796610169492
CAPTION_TAGS,"(1, 4)","(3, 7)",SVM C=0.1,0.6345890410958904,0.5934065934065934,0.39344262295081966
TAGS_ONLY,"(1, 1)","(3, 5)",Logistic C=5,0.6345129375951293,0.5934065934065934,0.4307692307692308
TAGS_ONLY,"(1, 1)","(3, 5)",SVM C=0.5,0.6345129375951293,0.5934065934065934,0.44776119402985076
WEIGHTED_TEXT,"(1, 3)","(3, 6)",SVM C=0.1,0.631773211567732,0.6043956043956044,0.3793103448275862
WEIGHTED_TEXT,"(1, 4)","(3, 7)",Logistic C=1,0.631773211567732,0.5824175824175825,0.3448275862068966
CAPTION_ONLY,"(1, 3)","(3, 6)",SVM C=0.1,0.6316971080669711,0.6153846153846154,0.4067796610169492
CAPTION_ONLY,"(1, 2)","(3, 5)",SVM C=0.1,0.63162100456621,0.6263736263736264,0.43333333333333335
CAPTION_TAGS,"(1, 3)","(3, 6)",SVM C=0.1,0.6290334855403349,0.6043956043956044,0.4
TAGS_ONLY,"(1, 1)","(3, 5)",Logistic C=0.5,0.6290334855403348,0.5494505494505495,0.22641509433962265
WEIGHTED_TEXT,"(1, 3)","(3, 6)",Logistic C=1,0.6289954337899543,0.6153846153846154,0.38596491228070173
CAPTION_TAGS,"(1, 1)","(3, 5)",Logistic C=0.5,0.6289573820395737,0.5934065934065934,0.27450980392156865
WEIGHTED_TEXT,"(1, 4)","(3, 7)",SVM C=0.1,0.6289573820395737,0.5824175824175825,0.3448275862068966
TAGS_ONLY,"(1, 1)","(3, 5)",SVM C=0.3,0.6289573820395737,0.5714285714285714,0.4
CAPTION_ONLY,"(1, 3)","(3, 6)",Logistic C=1,0.6289193302891933,0.6153846153846154,0.4067796610169492
CAPTION_ONLY,"(1, 1)","(3, 5)",Logistic C=0.5,0.626103500761035,0.5714285714285714,0.23529411764705882
TAGS_ONLY,"(1, 4)","(3, 7)",Logistic C=1,0.6234398782343988,0.5604395604395604,0.3103448275862069
TAGS_ONLY,"(1, 2)","(3, 5)",Logistic C=1,0.6207001522070015,0.5714285714285714,0.3157894736842105
TAGS_ONLY,"(1, 4)","(3, 7)",SVM C=0.1,0.6206621004566211,0.5604395604395604,0.3103448275862069
CAPTION_TAGS,"(1, 2)","(3, 5)",Logistic C=0.5,0.6206240487062404,0.6153846153846154,0.2857142857142857
TAGS_ONLY,"(1, 3)","(3, 6)",Logistic C=1,0.6179604261796043,0.5714285714285714,0.3157894736842105
TAGS_ONLY,"(1, 4)","(3, 7)",Logistic C=0.5,0.6179604261796043,0.5714285714285714,0.23529411764705882
CAPTION_TAGS,"(1, 3)","(3, 6)",Logistic C=0.5,0.6178843226788433,0.6043956043956044,0.28
CAPTION_TAGS,"(1, 4)","(3, 7)",Logistic C=0.5,0.6178843226788433,0.6043956043956044,0.28
WEIGHTED_TEXT,"(1, 3)","(3, 6)",Logistic C=0.5,0.6178462709284627,0.6153846153846154,0.2857142857142857
CAPTION_ONLY,"(1, 2)","(3, 5)",Logistic C=0.5,0.6178082191780823,0.5934065934065934,0.24489795918367346
TAGS_ONLY,"(1, 3)","(3, 6)",SVM C=0.1,0.6151826484018265,0.5714285714285714,0.3157894736842105
TAGS_ONLY,"(1, 2)","(3, 5)",SVM C=0.1,0.6151826484018265,0.5604395604395604,0.3103448275862069
TAGS_ONLY,"(1, 1)","(3, 5)",Logistic C=0.3,0.6151445966514459,0.6043956043956044,0.25
WEIGHTED_TEXT,"(1, 4)","(3, 7)",Logistic C=0.5,0.6151065449010655,0.6043956043956044,0.28
TAGS_ONLY,"(1, 1)","(3, 5)",SVM C=0.03,0.6150684931506849,0.5934065934065934,0.2127659574468085
TAGS_ONLY,"(1, 2)","(3, 5)",Logistic C=0.3,0.6150304414003045,0.6043956043956044,0.25
TAGS_ONLY,"(1, 4)","(3, 7)",Logistic C=0.3,0.6150304414003045,0.6043956043956044,0.25
TAGS_ONLY,"(1, 3)","(3, 6)",Logistic C=0.5,0.6124429223744292,0.5604395604395604,0.23076923076923078
WEIGHTED_TEXT,"(1, 2)","(3, 5)",Logistic C=0.5,0.6122907153729071,0.6043956043956044,0.25
CAPTION_ONLY,"(1, 3)","(3, 6)",Logistic C=0.5,0.6122907153729071,0.5934065934065934,0.24489795918367346
TAGS_ONLY,"(1, 3)","(3, 6)",Logistic C=0.3,0.6122526636225267,0.6043956043956044,0.25
TAGS_ONLY,"(1, 2)","(3, 5)",Logistic C=0.5,0.6096651445966514,0.5604395604395604,0.23076923076923078
TAGS_ONLY,"(1, 3)","(3, 6)",SVM C=0.03,0.609474885844749,0.6263736263736264,0.22727272727272727
TAGS_ONLY,"(1, 2)","(3, 5)",SVM C=0.03,0.609474885844749,0.6043956043956044,0.21739130434782608
CAPTION_TAGS,"(1, 4)","(3, 7)",Logistic C=0.3,0.6094368340943683,0.6263736263736264,0.22727272727272727
WEIGHTED_TEXT,"(1, 4)","(3, 7)",Logistic C=0.3,0.6094368340943683,0.6153846153846154,0.2222222222222222
TAGS_ONLY,"(1, 4)","(3, 7)",SVM C=0.03,0.6066971080669712,0.6263736263736264,0.22727272727272727
CAPTION_TAGS,"(1, 1)","(3, 5)",Logistic C=0.3,0.6066971080669712,0.6043956043956044,0.18181818181818182
WEIGHTED_TEXT,"(1, 1)","(3, 5)",Logistic C=0.3,0.6066971080669712,0.5934065934065934,0.17777777777777778
CAPTION_TAGS,"(1, 2)","(3, 5)",SVM C=0.03,0.6066590563165906,0.6153846153846154,0.18604651162790697
CAPTION_TAGS,"(1, 3)","(3, 6)",SVM C=0.03,0.6066590563165906,0.6153846153846154,0.18604651162790697
CAPTION_TAGS,"(1, 4)","(3, 7)",SVM C=0.03,0.6066590563165906,0.6153846153846154,0.18604651162790697
WEIGHTED_TEXT,"(1, 2)","(3, 5)",SVM C=0.03,0.6066590563165906,0.6153846153846154,0.18604651162790697
WEIGHTED_TEXT,"(1, 3)","(3, 6)",SVM C=0.03,0.6066590563165906,0.6153846153846154,0.18604651162790697
CAPTION_ONLY,"(1, 4)","(3, 7)",Logistic C=0.5,0.6040334855403349,0.6043956043956044,0.3076923076923077
CAPTION_TAGS,"(1, 3)","(3, 6)",Logistic C=0.3,0.6039193302891934,0.6263736263736264,0.22727272727272727
WEIGHTED_TEXT,"(1, 3)","(3, 6)",Logistic C=0.3,0.6039193302891934,0.6263736263736264,0.22727272727272727
CAPTION_ONLY,"(1, 2)","(3, 5)",Logistic C=0.3,0.6039193302891934,0.6153846153846154,0.18604651162790697
CAPTION_ONLY,"(1, 3)","(3, 6)",Logistic C=0.3,0.6039193302891934,0.6153846153846154,0.18604651162790697
CAPTION_ONLY,"(1, 4)","(3, 7)",Logistic C=0.3,0.6039193302891934,0.6153846153846154,0.18604651162790697
WEIGHTED_TEXT,"(1, 4)","(3, 7)",SVM C=0.03,0.6038812785388128,0.6263736263736264,0.22727272727272727
CAPTION_ONLY,"(1, 1)","(3, 5)",SVM C=0.03,0.6011415525114157,0.6263736263736264,0.19047619047619047
CAPTION_TAGS,"(1, 2)","(3, 5)",Logistic C=0.3,0.6011415525114157,0.6153846153846154,0.18604651162790697
CAPTION_ONLY,"(1, 1)","(3, 5)",Logistic C=0.3,0.6011415525114157,0.5934065934065934,0.17777777777777778
CAPTION_TAGS,"(1, 4)","(3, 7)",Logistic C=0.1,0.601103500761035,0.5934065934065934,0.0
WEIGHTED_TEXT,"(1, 2)","(3, 5)",Logistic C=0.3,0.5983637747336379,0.6263736263736264,0.22727272727272727
CAPTION_ONLY,"(1, 2)","(3, 5)",SVM C=0.03,0.5983637747336379,0.6153846153846154,0.14634146341463414
CAPTION_ONLY,"(1, 3)","(3, 6)",SVM C=0.03,0.5983637747336379,0.6153846153846154,0.14634146341463414
CAPTION_TAGS,"(1, 1)","(3, 5)",SVM C=0.03,0.5983637747336379,0.6153846153846154,0.18604651162790697
WEIGHTED_TEXT,"(1, 1)","(3, 5)",SVM C=0.03,0.5983637747336379,0.6153846153846154,0.18604651162790697
CAPTION_ONLY,"(1, 4)","(3, 7)",SVM C=0.03,0.5983637747336379,0.6043956043956044,0.14285714285714285
WEIGHTED_TEXT,"(1, 4)","(3, 7)",Logistic C=0.1,0.5983637747336379,0.5934065934065934,0.0
CAPTION_ONLY,"(1, 1)","(3, 5)",Logistic C=0.01,0.59558599695586,0.5934065934065934,0.0
CAPTION_ONLY,"(1, 1)","(3, 5)",Logistic C=0.03,0.59558599695586,0.5934065934065934,0.0
CAPTION_ONLY,"(1, 1)","(3, 5)",Logistic C=0.1,0.59558599695586,0.5934065934065934,0.0
CAPTION_ONLY,"(1, 1)","(3, 5)",SVM C=0.01,0.59558599695586,0.5934065934065934,0.0
CAPTION_ONLY,"(1, 2)","(3, 5)",Logistic C=0.01,0.59558599695586,0.5934065934065934,0.0
CAPTION_ONLY,"(1, 2)","(3, 5)",Logistic C=0.03,0.59558599695586,0.5934065934065934,0.0
CAPTION_ONLY,"(1, 2)","(3, 5)",Logistic C=0.1,0.59558599695586,0.5934065934065934,0.0
CAPTION_ONLY,"(1, 2)","(3, 5)",SVM C=0.01,0.59558599695586,0.5934065934065934,0.0
CAPTION_ONLY,"(1, 3)","(3, 6)",Logistic C=0.01,0.59558599695586,0.5934065934065934,0.0
CAPTION_ONLY,"(1, 3)","(3, 6)",Logistic C=0.03,0.59558599695586,0.5934065934065934,0.0
CAPTION_ONLY,"(1, 3)","(3, 6)",Logistic C=0.1,0.59558599695586,0.5934065934065934,0.0
CAPTION_ONLY,"(1, 3)","(3, 6)",SVM C=0.01,0.59558599695586,0.5934065934065934,0.0
CAPTION_ONLY,"(1, 4)","(3, 7)",Logistic C=0.01,0.59558599695586,0.5934065934065934,0.0
CAPTION_ONLY,"(1, 4)","(3, 7)",Logistic C=0.03,0.59558599695586,0.5934065934065934,0.0
CAPTION_ONLY,"(1, 4)","(3, 7)",Logistic C=0.1,0.59558599695586,0.5934065934065934,0.0
CAPTION_ONLY,"(1, 4)","(3, 7)",SVM C=0.01,0.59558599695586,0.5934065934065934,0.0
TAGS_ONLY,"(1, 1)","(3, 5)",Logistic C=0.01,0.59558599695586,0.5934065934065934,0.0
TAGS_ONLY,"(1, 1)","(3, 5)",Logistic C=0.03,0.59558599695586,0.5934065934065934,0.0
TAGS_ONLY,"(1, 1)","(3, 5)",SVM C=0.01,0.59558599695586,0.5934065934065934,0.0
TAGS_ONLY,"(1, 2)","(3, 5)",Logistic C=0.01,0.59558599695586,0.5934065934065934,0.0
TAGS_ONLY,"(1, 2)","(3, 5)",Logistic C=0.03,0.59558599695586,0.5934065934065934,0.0
TAGS_ONLY,"(1, 2)","(3, 5)",Logistic C=0.1,0.59558599695586,0.5934065934065934,0.0
TAGS_ONLY,"(1, 2)","(3, 5)",SVM C=0.01,0.59558599695586,0.5934065934065934,0.0
TAGS_ONLY,"(1, 3)","(3, 6)",Logistic C=0.01,0.59558599695586,0.5934065934065934,0.0
TAGS_ONLY,"(1, 3)","(3, 6)",Logistic C=0.03,0.59558599695586,0.5934065934065934,0.0
TAGS_ONLY,"(1, 3)","(3, 6)",Logistic C=0.1,0.59558599695586,0.5934065934065934,0.0
TAGS_ONLY,"(1, 3)","(3, 6)",SVM C=0.01,0.59558599695586,0.5934065934065934,0.0
TAGS_ONLY,"(1, 4)","(3, 7)",Logistic C=0.01,0.59558599695586,0.5934065934065934,0.0
TAGS_ONLY,"(1, 4)","(3, 7)",Logistic C=0.03,0.59558599695586,0.5934065934065934,0.0
TAGS_ONLY,"(1, 4)","(3, 7)",Logistic C=0.1,0.59558599695586,0.5934065934065934,0.0
TAGS_ONLY,"(1, 4)","(3, 7)",SVM C=0.01,0.59558599695586,0.5934065934065934,0.0
CAPTION_TAGS,"(1, 1)","(3, 5)",Logistic C=0.01,0.59558599695586,0.5934065934065934,0.0
CAPTION_TAGS,"(1, 1)","(3, 5)",Logistic C=0.03,0.59558599695586,0.5934065934065934,0.0
CAPTION_TAGS,"(1, 1)","(3, 5)",Logistic C=0.1,0.59558599695586,0.5934065934065934,0.0
CAPTION_TAGS,"(1, 1)","(3, 5)",SVM C=0.01,0.59558599695586,0.5934065934065934,0.0
CAPTION_TAGS,"(1, 2)","(3, 5)",Logistic C=0.01,0.59558599695586,0.5934065934065934,0.0
CAPTION_TAGS,"(1, 2)","(3, 5)",Logistic C=0.03,0.59558599695586,0.5934065934065934,0.0
CAPTION_TAGS,"(1, 2)","(3, 5)",Logistic C=0.1,0.59558599695586,0.5934065934065934,0.0
CAPTION_TAGS,"(1, 2)","(3, 5)",SVM C=0.01,0.59558599695586,0.5934065934065934,0.0
CAPTION_TAGS,"(1, 3)","(3, 6)",Logistic C=0.01,0.59558599695586,0.5934065934065934,0.0
CAPTION_TAGS,"(1, 3)","(3, 6)",Logistic C=0.03,0.59558599695586,0.5934065934065934,0.0
CAPTION_TAGS,"(1, 3)","(3, 6)",Logistic C=0.1,0.59558599695586,0.5934065934065934,0.0
CAPTION_TAGS,"(1, 3)","(3, 6)",SVM C=0.01,0.59558599695586,0.5934065934065934,0.0
CAPTION_TAGS,"(1, 4)","(3, 7)",Logistic C=0.01,0.59558599695586,0.5934065934065934,0.0
CAPTION_TAGS,"(1, 4)","(3, 7)",Logistic C=0.03,0.59558599695586,0.5934065934065934,0.0
CAPTION_TAGS,"(1, 4)","(3, 7)",SVM C=0.01,0.59558599695586,0.5934065934065934,0.0
WEIGHTED_TEXT,"(1, 1)","(3, 5)",Logistic C=0.01,0.59558599695586,0.5934065934065934,0.0
WEIGHTED_TEXT,"(1, 1)","(3, 5)",Logistic C=0.03,0.59558599695586,0.5934065934065934,0.0
WEIGHTED_TEXT,"(1, 1)","(3, 5)",Logistic C=0.1,0.59558599695586,0.5934065934065934,0.0
WEIGHTED_TEXT,"(1, 1)","(3, 5)",SVM C=0.01,0.59558599695586,0.5934065934065934,0.0
WEIGHTED_TEXT,"(1, 2)","(3, 5)",Logistic C=0.01,0.59558599695586,0.5934065934065934,0.0
WEIGHTED_TEXT,"(1, 2)","(3, 5)",Logistic C=0.03,0.59558599695586,0.5934065934065934,0.0
WEIGHTED_TEXT,"(1, 2)","(3, 5)",Logistic C=0.1,0.59558599695586,0.5934065934065934,0.0
WEIGHTED_TEXT,"(1, 2)","(3, 5)",SVM C=0.01,0.59558599695586,0.5934065934065934,0.0
WEIGHTED_TEXT,"(1, 3)","(3, 6)",Logistic C=0.01,0.59558599695586,0.5934065934065934,0.0
WEIGHTED_TEXT,"(1, 3)","(3, 6)",Logistic C=0.03,0.59558599695586,0.5934065934065934,0.0
WEIGHTED_TEXT,"(1, 3)","(3, 6)",Logistic C=0.1,0.59558599695586,0.5934065934065934,0.0
WEIGHTED_TEXT,"(1, 3)","(3, 6)",SVM C=0.01,0.59558599695586,0.5934065934065934,0.0
WEIGHTED_TEXT,"(1, 4)","(3, 7)",Logistic C=0.01,0.59558599695586,0.5934065934065934,0.0
WEIGHTED_TEXT,"(1, 4)","(3, 7)",Logistic C=0.03,0.59558599695586,0.5934065934065934,0.0
WEIGHTED_TEXT,"(1, 4)","(3, 7)",SVM C=0.01,0.59558599695586,0.5934065934065934,0.0
TAGS_ONLY,"(1, 1)","(3, 5)",Logistic C=0.1,0.59558599695586,0.5824175824175825,0.0
